predict_time,future_time,lstm_class,lstm_predic,lstm_price,time_price,future_price,signal1,signal2,signal3

2020-12-01 07:00:00,2020-12-01 08:00:00,1.0,1,1.0,19458.502963069863,18848,1,1

2020-12-01 08:00:00,2020-12-01 09:00:00,1.0,1,1.0,19420.888462074454,18961,1,1

2020-12-01 09:00:00,2020-12-01 10:00:00,0.0,0,1.0,19473.273286726057,18961,0,0

2020-12-01 10:00:00,2020-12-01 11:00:00,0.0,1,1.0,19389.54595035412,19225,1,0

2020-12-01 11:00:00,2020-12-01 12:00:00,1.0,1,1.0,19507.219707623943,19205,1,1

2020-12-01 11:00:00,2020-12-01 12:00:00,1.0,0,1.0,19514.09020762394,19559,1,1,1.0

2020-12-01 12:00:00,2020-12-01 13:00:00,1.0,1,1.0,19480.087272668377,19628,1,1,1.0

2020-12-01 13:00:00,2020-12-01 14:00:00,1.0,1,1.0,19580.72269543393,20292,1,1,1.0

2020-12-01 14:00:00,2020-12-01 15:00:00,1.0,1,1.0,19740.47274340188,20197,1,1,1.0

2020-12-01 15:00:00,2020-12-01 16:00:00,1.0,1,1.0,19432.386235190657,19676,1,1,1.0

2020-12-01 16:00:00,2020-12-01 17:00:00,0.0,1,1.0,18559.01358231673,19255,1,0,0.0

2020-12-01 17:00:00,2020-12-01 18:00:00,1.0,1,1.0,18806.662228810856,19555,1,0,1.0

2020-12-01 19:00:00,2020-12-01 20:00:00,1.0,0,1.0,19215.82484052933,19444,1,1,1.0
2020-12-01 20:00:00,2020-12-01 21:00:00,1.0,0,1.0,19086.971219185267,19467,1,1,0.0
2020-12-01 21:00:00,2020-12-01 22:00:00,1.0,0,1.0,19069.596576714845,19643,1,1,1.0
2020-12-01 22:00:00,2020-12-01 23:00:00,1.0,1,1.0,18809.806476850197,19693,1,1,1.0
2020-12-01 23:00:00,2020-12-02 00:00:00,1.0,1,1.0,19054.742741897568,19727,1,1,1.0
2020-12-02 00:00:00,2020-12-02 01:00:00,1.0,1,1.0,19037.51530966415,19499,1,1,0.0
2020-12-02 01:00:00,2020-12-02 02:00:00,1.0,1,1.0,19082.30075838245,19591,1,1,1.0
2020-12-02 02:00:00,2020-12-02 03:00:00,1.0,1,1.0,18952.79849043386,19566,1,1,0.0
2020-12-02 03:00:00,2020-12-02 04:00:00,1.0,1,1.0,18803.56272165185,19839,1,1,0.0
2020-12-02 04:00:00,2020-12-02 05:00:00,1.0,1,1.0,18827.790027578147,19620,1,1,0.0
2020-12-02 05:00:00,2020-12-02 06:00:00,0.0,1,1.0,18858.570109652348,19417,1,1,0.0
2020-12-02 06:00:00,2020-12-02 07:00:00,1.0,1,1.0,18697.76231337832,19765,1,1,1.0
2020-12-02 07:00:00,2020-12-02 08:00:00,0.0,1,1.0,18684.041259682414,19632,1,1,1.0
2020-12-02 08:00:00,2020-12-02 09:00:00,1.0,1,1.0,18573.547590888844,19702,1,1,1.0
2020-12-02 09:00:00,2020-12-02 10:00:00,1.0,1,1.0,18665.007731811096,19775,1,1,1.0
2020-12-02 10:00:00,2020-12-02 11:00:00,1.0,1,1.0,18918.300556133883,19798,1,1,0.0
2020-12-02 11:00:00,2020-12-02 12:00:00,1.0,1,1.0,19090.48031964686,19692,1,1,1.0
2020-12-02 12:00:00,2020-12-02 13:00:00,0.0,0,1.0,19205.2775868764,18980,1,1,1.0
2020-12-02 13:00:00,2020-12-02 14:00:00,1.0,0,1.0,19108.638455406737,18737,1,1,1.0
2020-12-02 14:00:00,2020-12-02 15:00:00,1.0,0,1.0,19135.49258439236,18874,1,1,0.0
2020-12-02 15:00:00,2020-12-02 16:00:00,1.0,1,1.0,19027.071879537325,19422,1,1,1.0
2020-12-02 16:00:00,2020-12-02 17:00:00,1.0,1,1.0,18992.298907838063,19505,1,1,1.0
2020-12-02 17:00:00,2020-12-02 18:00:00,1.0,1,1.0,19108.19071774332,19241,1,1,1.0
2020-12-02 18:00:00,2020-12-02 19:00:00,1.0,1,1.0,18863.42105121016,19356,1,1,0.0
2020-12-02 19:00:00,2020-12-02 20:00:00,1.0,1,1.0,18858.153742923558,18909,1,1,1.0
2020-12-02 20:00:00,2020-12-02 21:00:00,1.0,1,1.0,18852.59641002324,18706,1,1,0.0
2020-12-02 21:00:00,2020-12-02 22:00:00,1.0,1,1.0,19006.392643508134,18849,1,1,0.0
2020-12-02 22:00:00,2020-12-02 23:00:00,1.0,0,1.0,19069.652500227847,18934,1,1,0.0
2020-12-02 23:00:00,2020-12-03 00:00:00,1.0,0,1.0,19128.319875079746,18818,1,1,0.0
2020-12-03 00:00:00,2020-12-03 01:00:00,0.0,0,1.0,19120.96520627791,18882,1,1,0.0
2020-12-03 01:00:00,2020-12-03 02:00:00,1.0,0,1.0,19170.367672197266,18828,0,1,0.0
2020-12-03 02:00:00,2020-12-03 03:00:00,1.0,1,1.0,19136.12426026904,19061,1,1,0.0
2020-12-03 03:00:00,2020-12-03 04:00:00,0.0,0,1.0,19242.962641094164,18806,1,1,0.0
2020-12-03 04:00:00,2020-12-03 05:00:00,1.0,1,1.0,19144.334799382956,18971,1,1,0.0
2020-12-03 05:00:00,2020-12-03 06:00:00,1.0,1,1.0,19040.049904784035,18959,1,1,0.0
2020-12-03 06:00:00,2020-12-03 07:00:00,0.0,0,1.0,19083.883041674413,18910,0,1,0.0
2020-12-03 07:00:00,2020-12-03 08:00:00,1.0,1,1.0,19090.971589586043,18764,1,1,0.0
2020-12-03 08:00:00,2020-12-03 09:00:00,1.0,0,1.0,19071.490706355118,18766,1,1,0.0
2020-12-03 09:00:00,2020-12-03 10:00:00,1.0,0,1.0,18976.93409722429,18937,1,1,0.0
2020-12-03 10:00:00,2020-12-03 11:00:00,0.0,1,1.0,18951.216784028504,18830,0,1,0.0
2020-12-03 11:00:00,2020-12-03 12:00:00,1.0,0,1.0,19176.681124409974,18959,1,1,0.0
2020-12-03 12:00:00,2020-12-03 13:00:00,1.0,0,1.0,19324.14589354349,18922,1,1,1.0
2020-12-03 13:00:00,2020-12-03 14:00:00,1.0,0,1.0,19328.55198774022,18926,1,1,0.0
2020-12-03 14:00:00,2020-12-03 15:00:00,0.0,0,1.0,19405.11257070908,18940,1,1,1.0
2020-12-03 15:00:00,2020-12-03 16:00:00,0.0,0,1.0,19355.790199748175,18957,1,1,0.0
2020-12-03 16:00:00,2020-12-03 17:00:00,1.0,1,1.0,19356.242469911864,18972,1,1,0.0
2020-12-03 17:00:00,2020-12-03 18:00:00,1.0,1,1.0,19331.82686446915,19019,1,1,1.0
2020-12-03 18:00:00,2020-12-03 19:00:00,1.0,1,1.0,19361.0883275642,19022,1,1,1.0
2020-12-03 19:00:00,2020-12-03 20:00:00,1.0,1,1.0,19539.322664647472,19227,1,1,1.0
2020-12-03 20:00:00,2020-12-03 21:00:00,1.0,1,1.0,19401.785807626613,19092,1,1,1.0
2020-12-03 21:00:00,2020-12-03 22:00:00,1.0,1,1.0,19328.222832669315,19072,1,1,0.0
2020-12-03 22:00:00,2020-12-03 23:00:00,1.0,1,1.0,19389.32716643426,19106,1,1,1.0
2020-12-03 23:00:00,2020-12-04 00:00:00,1.0,1,1.0,19424.043883251994,19071,1,1,0.0
2020-12-04 00:00:00,2020-12-04 01:00:00,1.0,1,1.0,19388.615059138196,19049,1,1,1.0
2020-12-04 01:00:00,2020-12-04 02:00:00,1.0,0,1.0,19444.109420698373,18962,1,1,1.0
2020-12-04 02:00:00,2020-12-04 03:00:00,1.0,1,1.0,19483.172522244433,19109,1,1,0.0
2020-12-04 03:00:00,2020-12-04 04:00:00,1.0,1,1.0,19421.678932785548,19092,1,1,1.0
2020-12-04 04:00:00,2020-12-04 05:00:00,1.0,1,1.0,19486.92240147494,19072,1,1,1.0
2020-12-04 05:00:00,2020-12-04 06:00:00,1.0,1,1.0,19372.62126551623,19055,1,1,1.0
2020-12-04 06:00:00,2020-12-04 07:00:00,1.0,1,0.0,19302.093492930682,19052,1,1,0.0
2020-12-04 07:00:00,2020-12-04 08:00:00,1.0,1,0.0,19212.764972525736,18982,1,1,1.0
2020-12-04 08:00:00,2020-12-04 09:00:00,1.0,1,0.0,19297.122640384012,19289,1,1,1.0
2020-12-04 09:00:00,2020-12-04 10:00:00,1.0,1,0.0,19245.417649134404,18994,1,1,1.0
2020-12-04 10:00:00,2020-12-04 11:00:00,1.0,1,0.0,19323.72240219704,19116,1,1,1.0
2020-12-04 11:00:00,2020-12-04 12:00:00,1.0,0,1.0,19310.21969076897,19056,1,1,1.0
2020-12-04 12:00:00,2020-12-04 13:00:00,1.0,1,1.0,19389.908266769136,19012,1,1,1.0
2020-12-04 13:00:00,2020-12-04 14:00:00,1.0,1,1.0,19375.6844683692,18971,1,1,1.0
2020-12-04 14:00:00,2020-12-04 15:00:00,1.0,1,1.0,19039.18826392922,19269,1,1,1.0
2020-12-04 15:00:00,2020-12-04 16:00:00,1.0,0,1.0,18883.153642375226,19242,1,1,1.0
2020-12-04 16:00:00,2020-12-04 17:00:00,0.0,1,1.0,19017.75392483133,19138,0,0,0.0
2020-12-04 17:00:00,2020-12-04 18:00:00,0.0,0,1.0,19007.745598690966,19259,1,1,0.0
2020-12-04 18:00:00,2020-12-04 19:00:00,1.0,0,1.0,19057.94015954184,19183,1,1,1.0
2020-12-04 19:00:00,2020-12-04 20:00:00,1.0,1,1.0,18940.775280839644,19256,1,0,1.0
2020-12-04 20:00:00,2020-12-04 21:00:00,1.0,0,1.0,19005.299298293874,19024,1,1,1.0
2020-12-04 21:00:00,2020-12-04 22:00:00,0.0,0,1.0,18975.593454402857,19256,1,1,1.0
2020-12-04 22:00:00,2020-12-04 23:00:00,1.0,1,1.0,19058.600759041,19344,1,0,0.0
2020-12-04 23:00:00,2020-12-05 00:00:00,1.0,0,1.0,19046.56226566435,19222,1,1,0.0
2020-12-05 00:00:00,2020-12-05 01:00:00,1.0,0,1.0,18983.500067982524,18984,1,1,0.0
2020-12-05 01:00:00,2020-12-05 02:00:00,1.0,1,1.0,18849.90844879388,18861,1,1,1.0
2020-12-05 02:00:00,2020-12-05 03:00:00,0.0,1,1.0,18681.36900707786,18750,0,0,0.0
